Relative Time (s),src IP,dst IP,IP protocol,TCP src port,TCP dst port,UDP src port,UDP dst port,Frame Length
15.65018365,IP A,IP B,17,,,6233,10000,113
15.66968557,IP A,IP B,17,,,6233,10000,113
15.67771432,IP A,IP B,6,6138,443,,,66
15.67885666,IP A,IP B,6,6138,443,,,66
15.69189431,IP A,IP B,17,,,6233,10000,113
15.7102293,IP A,IP B,17,,,6233,10000,113
15.71413961,IP C,IP B,6,48018,443,,,278
15.7144025,IP B,IP C,6,443,48018,,,101
15.71514641,IP B,IP C,6,443,48018,,,1008
15.71593322,IP C,IP B,6,48018,443,,,66
15.71663846,IP C,IP B,6,48018,443,,,66
15.72058202,IP A,IP B,6,6231,443,,,196
15.72059426,IP B,IP A,6,443,6231,,,66
15.72087232,IP A,IP B,6,6231,443,,,66
15.72155299,IP B,IP A,6,443,6231,,,66
15.73146997,IP A,IP B,17,,,6233,10000,113
15.75183396,IP A,IP B,17,,,6233,10000,113
15.76907128,IP A,IP B,17,,,6233,10000,113
15.78789185,IP A,IP B,6,6231,443,,,66
15.79243874,IP A,IP B,17,,,6233,10000,113
15.79883559,IP B,IP A,6,22,8864,,,110
15.80847627,IP A,IP B,17,,,6233,10000,113
15.81740169,IP A,IP B,6,6138,443,,,140
15.81741853,IP A,IP B,6,6138,443,,,800
15.81745571,IP B,IP A,6,443,6138,,,66
15.81768069,IP B,IP A,6,443,6138,,,101
15.83290496,IP A,IP B,17,,,6233,10000,113
15.84925963,IP A,IP B,17,,,6233,10000,113
15.857856,IP A,IP B,6,6138,443,,,66
15.86734549,IP A,IP B,17,,,6233,10000,113
15.87086365,IP A,IP B,6,8864,22,,,66
15.88932097,IP A,IP B,17,,,6233,10000,113
15.91268781,IP A,IP B,17,,,6233,10000,113
15.9187603,IP B,IP A,17,,,10000,6233,94
15.92895592,IP A,IP B,17,,,6233,10000,113
15.92955026,IP A,IP B,17,,,6233,10000,70
15.95020529,IP A,IP B,17,,,6233,10000,113
15.96706494,IP C,IP B,6,48018,443,,,1298
15.96735239,IP B,IP C,6,443,48018,,,101
15.96891676,IP C,IP B,6,48018,443,,,66
15.96901028,IP B,IP A,6,443,6138,,,729
15.96902608,IP B,IP C,6,443,48018,,,1726
15.9705586,IP C,IP B,6,48018,443,,,66
15.97066611,IP A,IP B,17,,,6233,10000,113
15.98983315,IP A,IP B,17,,,6233,10000,113
16.00696043,IP A,IP B,17,,,6233,10000,113
16.00719731,IP A,IP B,6,6138,443,,,66
16.03017329,IP A,IP B,17,,,6233,10000,113
16.05349669,IP A,IP B,17,,,6233,10000,113
16.0681163,IP A,IP B,17,,,6233,10000,113
16.06942173,IP C,IP B,6,48018,443,,,278
16.06968364,IP B,IP C,6,443,48018,,,101
16.07116736,IP C,IP B,6,48018,443,,,66
16.09297214,IP A,IP B,17,,,6233,10000,113
16.11041808,IP A,IP B,17,,,6233,10000,113
16.11708664,IP A,IP B,6,6138,443,,,136
16.11721179,IP B,IP A,6,443,6138,,,101
16.11938975,IP A,IP B,6,6138,443,,,208
16.12036608,IP B,IP A,6,443,6138,,,1213
16.13281332,IP A,IP B,17,,,6233,10000,113
16.15186921,IP A,IP B,17,,,6233,10000,113
16.15986725,IP A,IP B,6,6138,443,,,66
16.15987755,IP A,IP B,6,6138,443,,,66
16.16538038,IP A,IP B,17,,,6233,10000,113
16.19055221,IP A,IP B,17,,,6233,10000,113
16.21071966,IP A,IP B,17,,,6233,10000,113
16.21990255,IP A,IP B,6,6138,443,,,136
16.21991735,IP A,IP B,6,6138,443,,,208
16.21995029,IP B,IP A,6,443,6138,,,66
16.22016884,IP B,IP A,6,443,6138,,,101
16.22603059,IP A,IP B,17,,,6233,10000,113
16.23489706,IP A,IP B,17,,,6233,10000,146
16.23526828,IP B,IP A,17,,,10000,6233,146
16.24950258,IP A,IP B,17,,,6233,10000,113
16.25831289,IP A,IP B,6,6138,443,,,66
16.27251897,IP A,IP B,17,,,6233,10000,113
16.28875879,IP A,IP B,17,,,6233,10000,113
16.30946918,IP A,IP B,17,,,6233,10000,113
16.3104957,IP B,IP A,6,22,8864,,,110
16.32806674,IP A,IP B,17,,,6233,10000,113
16.35148025,IP A,IP B,17,,,6233,10000,113
16.36692525,IP A,IP B,17,,,6233,10000,113
16.38367482,IP A,IP B,6,8864,22,,,66
16.39096104,IP A,IP B,17,,,6233,10000,113
16.4072228,IP A,IP B,17,,,6233,10000,113
16.41852963,IP B,IP A,17,,,10000,6233,94
16.43064949,IP A,IP B,17,,,6233,10000,113
16.44489368,IP A,IP B,17,,,6233,10000,113
16.46484309,IP A,IP B,17,,,6233,10000,70
16.46690638,IP A,IP B,17,,,6233,10000,113
16.49140487,IP A,IP B,17,,,6233,10000,113
16.5116299,IP A,IP B,17,,,6233,10000,113
16.5290024,IP A,IP B,17,,,6233,10000,113
16.55208335,IP A,IP B,17,,,6233,10000,113
16.56837268,IP A,IP B,17,,,6233,10000,113
16.59058411,IP A,IP B,17,,,6233,10000,113
16.60797134,IP A,IP B,17,,,6233,10000,113
16.6300736,IP A,IP B,17,,,6233,10000,113
16.64999802,IP A,IP B,17,,,6233,10000,113
16.6685373,IP A,IP B,17,,,6233,10000,113
16.69104127,IP A,IP B,17,,,6233,10000,113
16.70530546,IP A,IP B,17,,,6233,10000,113
16.72928643,IP A,IP B,17,,,6233,10000,113
16.75278583,IP A,IP B,17,,,6233,10000,113
16.7690718,IP A,IP B,17,,,6233,10000,113
16.78421104,IP A,IP B,17,,,6233,10000,70
16.79272817,IP A,IP B,17,,,6233,10000,113
16.80649357,IP A,IP B,17,,,6233,10000,113
16.82252519,IP B,IP A,6,22,8864,,,110
16.82955741,IP A,IP B,17,,,6233,10000,113
16.84899383,IP A,IP B,17,,,6233,10000,113
16.86301241,IP A,IP B,6,6138,443,,,136
16.8630303,IP A,IP B,6,6138,443,,,353
16.86307933,IP B,IP A,6,443,6138,,,66
16.86331601,IP B,IP A,6,443,6138,,,101
16.864185,IP B,IP A,6,443,6138,,,558
16.86911862,IP A,IP B,17,,,6233,10000,113
16.88657396,IP A,IP B,17,,,6233,10000,113
16.89335466,IP A,IP B,6,8864,22,,,66
16.90270666,IP A,IP B,6,6138,443,,,66
16.9027243,IP A,IP B,6,6138,443,,,66
16.90728491,IP A,IP B,17,,,6233,10000,113
16.91872967,IP B,IP A,17,,,10000,6233,94
16.93184378,IP A,IP B,17,,,6233,10000,113
16.9485104,IP A,IP B,17,,,6233,10000,113
16.971608,IP A,IP B,17,,,6233,10000,113
16.98869907,IP A,IP B,17,,,6233,10000,113
17.00889646,IP A,IP B,17,,,6233,10000,113
17.03145896,IP A,IP B,17,,,6233,10000,113
17.03582085,IP A,IP B,17,,,6233,10000,70
17.04867433,IP A,IP B,17,,,6233,10000,113
17.07181267,IP A,IP B,17,,,6233,10000,113
17.08919529,IP A,IP B,17,,,6233,10000,113
17.11053592,IP A,IP B,17,,,6233,10000,113
17.12761715,IP A,IP B,17,,,6233,10000,113
17.15073712,IP A,IP B,17,,,6233,10000,113
17.1732605,IP A,IP B,17,,,6233,10000,113
17.18949329,IP A,IP B,17,,,6233,10000,113
17.21277482,IP A,IP B,17,,,6233,10000,113
17.22899923,IP A,IP B,17,,,6233,10000,113
17.2402673,IP A,IP B,17,,,6233,10000,146
17.24072905,IP B,IP A,17,,,10000,6233,146
17.2513446,IP A,IP B,17,,,6233,10000,113
17.26843946,IP A,IP B,17,,,6233,10000,113
17.29154578,IP A,IP B,17,,,6233,10000,113
17.30877002,IP A,IP B,17,,,6233,10000,113
17.33126983,IP A,IP B,17,,,6233,10000,113
17.33456176,IP B,IP A,6,22,8864,,,110
17.34838996,IP A,IP B,17,,,6233,10000,113
17.37177461,IP A,IP B,17,,,6233,10000,113
17.38698741,IP A,IP B,17,,,6233,10000,113
17.40798089,IP A,IP B,6,8864,22,,,66
17.41127497,IP A,IP B,17,,,6233,10000,113
17.4189153,IP B,IP A,17,,,10000,6233,94
17.42648858,IP A,IP B,17,,,6233,10000,70
17.42649795,IP A,IP B,17,,,6233,10000,118
17.42671019,IP A,IP B,17,,,6233,10000,113
17.44248196,IP C,IP B,6,48018,443,,,860
17.44275439,IP B,IP C,6,443,48018,,,101
17.44405114,IP B,IP A,6,443,6138,,,1212
17.44406682,IP B,IP C,6,443,48018,,,1232
17.44427512,IP C,IP B,6,48018,443,,,66
17.44562109,IP C,IP B,6,48018,443,,,66
17.45097793,IP A,IP B,17,,,6233,10000,113
17.47205874,IP A,IP B,17,,,6233,10000,113
17.48319872,IP A,IP B,6,6138,443,,,66
17.48697171,IP A,IP B,17,,,6233,10000,113
17.51074443,IP A,IP B,17,,,6233,10000,113
17.52788022,IP A,IP B,17,,,6233,10000,113
17.53266757,IP C,IP B,6,50984,443,,,196
17.53268811,IP B,IP C,6,443,50984,,,66
17.53269556,IP C,IP B,6,50984,443,,,66
17.53279736,IP B,IP C,6,443,50984,,,66
17.53427045,IP C,IP B,6,50984,443,,,66
17.55099651,IP A,IP B,17,,,6233,10000,113
17.57251376,IP A,IP B,17,,,6233,10000,113
17.60239716,IP A,IP B,6,6138,443,,,136
17.60241293,IP A,IP B,6,6138,443,,,208
17.60245051,IP B,IP A,6,443,6138,,,66
17.60266674,IP B,IP A,6,443,6138,,,101
17.60555125,IP A,IP B,17,,,6233,10000,113
17.60904749,IP A,IP B,17,,,6233,10000,113
17.61077948,IP A,IP B,17,,,6233,10000,70
17.61603653,IP C,IP B,6,48018,443,,,713
17.6162117,IP B,IP C,6,443,48018,,,101
17.61712243,IP B,IP C,6,443,48018,,,354
17.61766158,IP C,IP B,6,48018,443,,,66
17.61859549,IP C,IP B,6,48018,443,,,66
17.62000724,IP B,IP A,6,443,6138,,,2777
17.63251455,IP A,IP B,17,,,6233,10000,113
17.64221287,IP A,IP B,6,6138,443,,,66
17.65254526,IP A,IP B,17,,,6233,10000,113
17.65945966,IP A,IP B,6,6138,443,,,66
17.6614515,IP B,IP C,6,443,48018,,,582
17.6622595,IP B,IP A,17,,,10000,6233,227
17.66295495,IP C,IP B,6,48018,443,,,66
17.66306375,IP B,IP A,17,,,10000,6233,199
17.66545752,IP B,IP A,17,,,10000,6233,231
17.66584122,IP B,IP A,17,,,10000,6233,227
17.67789936,IP A,IP B,17,,,6233,10000,113
17.70963448,IP A,IP B,17,,,6233,10000,107
17.71010378,IP A,IP B,17,,,6233,10000,113
17.71075292,IP A,IP B,17,,,6233,10000,113
17.71216236,IP A,IP B,17,,,6233,10000,107
17.71740259,IP C,IP B,6,48018,443,,,278
17.7176606,IP B,IP C,6,443,48018,,,101
17.71832765,IP B,IP C,6,443,48018,,,7306
17.71833802,IP B,IP C,6,443,48018,,,1042
17.71920023,IP C,IP B,6,48018,443,,,66
17.7192228,IP B,IP C,6,443,48018,,,2132
17.71981749,IP C,IP B,6,48018,443,,,66
17.71983565,IP C,IP B,6,48018,443,,,66
17.71985728,IP C,IP B,6,48018,443,,,66
17.72070988,IP C,IP B,6,48018,443,,,66
17.72940198,IP A,IP B,17,,,6233,10000,113
17.74826928,IP A,IP B,17,,,6233,10000,113
17.77129969,IP A,IP B,17,,,6233,10000,113
17.79010151,IP A,IP B,17,,,6233,10000,113
17.80907663,IP A,IP B,17,,,6233,10000,113
17.82763442,IP A,IP B,17,,,6233,10000,113
17.84654945,IP B,IP A,6,22,8864,,,110
17.84916183,IP A,IP B,17,,,6233,10000,113
17.86922626,IP A,IP B,17,,,6233,10000,113
17.88139396,IP C,IP B,6,51028,443,,,74
17.88143053,IP B,IP C,6,443,51028,,,74
17.8829841,IP C,IP B,6,51028,443,,,66
17.88657635,IP A,IP B,17,,,6233,10000,113
17.90590755,IP A,IP B,6,6138,443,,,140
17.90606596,IP B,IP A,6,443,6138,,,101
17.90770367,IP A,IP B,6,6138,443,,,1215
17.9079189,IP A,IP B,17,,,6233,10000,113
17.9092987,IP B,IP A,6,443,6138,,,1530
17.91908185,IP B,IP A,17,,,10000,6233,94
17.91972755,IP A,IP B,6,8864,22,,,66
17.92817382,IP C,IP B,6,51028,443,,,609
17.9281875,IP B,IP C,6,443,51028,,,66
17.92907872,IP B,IP C,6,443,51028,,,307
17.92920996,IP A,IP B,17,,,6233,10000,113
17.92978105,IP C,IP B,6,48018,443,,,2962
17.9297948,IP B,IP C,6,443,48018,,,66
17.92980861,IP C,IP B,6,48018,443,,,2962
17.92981798,IP B,IP C,6,443,48018,,,66
17.92985606,IP C,IP B,6,48018,443,,,1754
17.92986055,IP B,IP C,6,443,48018,,,66
17.92995708,IP B,IP C,6,443,48018,,,101
17.93056233,IP C,IP B,6,51028,443,,,66
17.931421,IP C,IP B,6,48018,443,,,66
17.93204669,IP B,IP C,6,443,48018,,,1234
17.93351509,IP C,IP B,6,48018,443,,,66
17.94596818,IP A,IP B,6,6138,443,,,66
17.94939185,IP A,IP B,6,6138,443,,,66
17.94987423,IP B,IP A,17,,,10000,6233,255
17.94996648,IP A,IP B,17,,,6233,10000,113
17.97255065,IP A,IP B,17,,,6233,10000,113
17.98546493,IP C,IP B,6,51028,443,,,146
17.98548403,IP B,IP C,6,443,51028,,,66
17.98574606,IP C,IP B,6,51028,443,,,116
17.98575198,IP B,IP C,6,443,51028,,,66
17.98578528,IP B,IP C,6,443,51028,,,305
17.98627802,IP B,IP C,6,443,51028,,,176
17.98728067,IP C,IP B,6,51028,443,,,66
17.98776371,IP C,IP B,6,51028,443,,,66
17.98908006,IP A,IP B,17,,,6233,10000,113
18.00958923,IP A,IP B,6,6138,443,,,136
18.0097236,IP B,IP A,6,443,6138,,,101
18.00984709,IP A,IP B,6,6138,443,,,208
18.01010537,IP A,IP B,17,,,6233,10000,113
18.01075533,IP B,IP A,6,443,6138,,,2922
18.01076549,IP B,IP A,6,443,6138,,,1065
18.0252783,IP A,IP B,17,,,6233,10000,113
18.02689088,IP C,IP B,6,48018,443,,,278
18.02708922,IP B,IP C,6,443,48018,,,101
18.02775138,IP B,IP C,6,443,48018,,,582
18.02861624,IP C,IP B,6,48018,443,,,66
18.02922303,IP C,IP B,6,48018,443,,,66
18.03883019,IP C,IP B,6,51028,443,,,196
18.03883971,IP B,IP C,6,443,51028,,,66
18.03961664,IP B,IP C,6,443,51028,,,172
18.04109647,IP C,IP B,6,51028,443,,,66
18.04919928,IP A,IP B,6,6138,443,,,66
18.04920957,IP A,IP B,6,6138,443,,,66
18.04943158,IP A,IP B,6,6138,443,,,66
18.04943699,IP A,IP B,17,,,6233,10000,113
18.04945272,IP A,IP B,6,6138,443,,,66
18.0668345,IP A,IP B,17,,,6233,10000,113
18.08628695,IP A,IP B,17,,,6233,10000,113
18.09313723,IP C,IP B,6,51028,443,,,334
18.09323213,IP C,IP B,6,51028,443,,,228
18.09325224,IP B,IP C,6,443,51028,,,66
18.09417689,IP B,IP C,6,443,51028,,,254
18.09566001,IP C,IP B,6,51028,443,,,66
18.11115771,IP A,IP B,17,,,6233,10000,113
18.1296612,IP A,IP B,17,,,6233,10000,82
18.12967895,IP A,IP B,17,,,6233,10000,113
18.14642217,IP A,IP B,17,,,6233,10000,113
18.15009274,IP C,IP B,6,51028,443,,,228
18.16100671,IP A,IP B,17,,,6233,10000,82
18.16822812,IP A,IP B,6,6138,443,,,140
18.16824035,IP A,IP B,6,6138,443,,,460
18.16826561,IP B,IP A,6,443,6138,,,66
18.16846006,IP A,IP B,17,,,6233,10000,113
18.1684883,IP B,IP A,6,443,6138,,,101
18.18823882,IP A,IP B,17,,,6233,10000,113
18.19192894,IP B,IP C,6,443,51028,,,66
18.20823366,IP A,IP B,6,6138,443,,,66
18.20878953,IP A,IP B,17,,,6233,10000,113
18.21396762,IP A,IP B,17,,,6233,10000,107
18.23113825,IP A,IP B,17,,,6233,10000,113
18.32988439,IP B,IP A,17,,,10000,6233,158
18.35863849,IP B,IP A,6,22,8864,,,110
18.39049881,IP A,IP B,17,,,6233,10000,113
18.39052067,IP A,IP B,17,,,6233,10000,113
18.39053257,IP A,IP B,17,,,6233,10000,70
18.39071581,IP A,IP B,17,,,6233,10000,113
18.39073018,IP A,IP B,17,,,6233,10000,113
18.39074589,IP A,IP B,17,,,6233,10000,113
18.39076964,IP A,IP B,17,,,6233,10000,113
18.39101675,IP A,IP B,17,,,6233,10000,113
18.3910252,IP A,IP B,17,,,6233,10000,106
18.39104831,IP A,IP B,17,,,6233,10000,113
18.39420835,IP C,IP B,6,48018,443,,,1259
18.39450666,IP B,IP C,6,443,48018,,,101
18.39560507,IP B,IP C,6,443,48018,,,558
18.39596878,IP C,IP B,6,48018,443,,,66
18.39709152,IP C,IP B,6,48018,443,,,66
18.41167841,IP A,IP B,17,,,6233,10000,113
18.41923488,IP B,IP A,17,,,10000,6233,94
18.42690195,IP A,IP B,17,,,6233,10000,113
18.4427766,IP A,IP B,6,8864,22,,,66
18.44781155,IP C,IP B,6,48018,443,,,278
18.44808463,IP B,IP C,6,443,48018,,,101
18.44883273,IP B,IP C,6,443,48018,,,582
18.44916173,IP A,IP B,17,,,6233,10000,113
18.44958826,IP C,IP B,6,48018,443,,,66
18.45031609,IP C,IP B,6,48018,443,,,66
18.46833418,IP A,IP B,17,,,6233,10000,113
18.4903544,IP A,IP B,17,,,6233,10000,113
18.51178915,IP A,IP B,17,,,6233,10000,113
18.52925367,IP A,IP B,17,,,6233,10000,113
18.54978387,IP C,IP B,6,48018,443,,,278
18.55005354,IP B,IP C,6,443,48018,,,101
18.55020319,IP A,IP B,17,,,6233,10000,113
18.55150325,IP C,IP B,6,48018,443,,,66
18.5686782,IP A,IP B,17,,,6233,10000,113
18.59261402,IP A,IP B,17,,,6233,10000,113
18.60828352,IP A,IP B,17,,,6233,10000,113
18.63216943,IP A,IP B,17,,,6233,10000,113
18.6506452,IP A,IP B,17,,,6233,10000,113
18.67083481,IP A,IP B,17,,,6233,10000,113
18.68842518,IP A,IP B,17,,,6233,10000,113
18.71118911,IP A,IP B,17,,,6233,10000,113
18.7287179,IP A,IP B,17,,,6233,10000,113
18.74978504,IP A,IP B,17,,,6233,10000,113
18.77310945,IP A,IP B,17,,,6233,10000,113
18.78936866,IP A,IP B,17,,,6233,10000,113
18.80675675,IP A,IP B,17,,,6233,10000,113
18.82787,IP A,IP B,17,,,6233,10000,113
18.85100246,IP A,IP B,17,,,6233,10000,113
18.86753267,IP A,IP B,17,,,6233,10000,113
18.87030402,IP B,IP A,6,22,8864,,,110
18.89058483,IP A,IP B,17,,,6233,10000,113
18.90685616,IP A,IP B,17,,,6233,10000,113
18.91942609,IP B,IP A,17,,,10000,6233,94
18.9302576,IP A,IP B,17,,,6233,10000,113
18.94230384,IP A,IP B,6,8864,22,,,66
18.94652637,IP A,IP B,17,,,6233,10000,113
18.96957859,IP A,IP B,17,,,6233,10000,113
18.99302525,IP A,IP B,17,,,6233,10000,113
19.00923449,IP A,IP B,17,,,6233,10000,113
19.03247383,IP A,IP B,17,,,6233,10000,113
19.0486925,IP A,IP B,17,,,6233,10000,113
19.07018606,IP A,IP B,17,,,6233,10000,113
19.09133377,IP A,IP B,17,,,6233,10000,113
19.10852157,IP A,IP B,17,,,6233,10000,113
19.13037314,IP A,IP B,17,,,6233,10000,113
19.15309655,IP A,IP B,17,,,6233,10000,113
19.1693994,IP A,IP B,17,,,6233,10000,113
19.19154486,IP A,IP B,17,,,6233,10000,113
19.20900101,IP A,IP B,17,,,6233,10000,113
19.23203926,IP A,IP B,17,,,6233,10000,113
19.24851718,IP A,IP B,17,,,6233,10000,113
19.27278606,IP A,IP B,17,,,6233,10000,113
19.2890168,IP A,IP B,17,,,6233,10000,113
19.31053588,IP A,IP B,17,,,6233,10000,113
19.32846853,IP A,IP B,17,,,6233,10000,113
19.35157394,IP A,IP B,17,,,6233,10000,113
19.3677883,IP A,IP B,17,,,6233,10000,113
19.38250189,IP B,IP A,6,22,8864,,,110
19.39013733,IP A,IP B,17,,,6233,10000,113
19.41150128,IP A,IP B,17,,,6233,10000,113
19.41588619,IP A,IP B,17,,,6233,10000,70
19.41976495,IP B,IP A,17,,,10000,6233,94
19.42879093,IP A,IP B,17,,,6233,10000,113
19.45195814,IP A,IP B,17,,,6233,10000,113
19.45471566,IP A,IP B,6,8864,22,,,66
19.47214413,IP A,IP B,17,,,6233,10000,113
19.4876712,IP A,IP B,17,,,6233,10000,113
19.51290647,IP A,IP B,17,,,6233,10000,113
19.52906488,IP A,IP B,17,,,6233,10000,113
19.5319348,IP A,IP B,17,,,6233,10000,70
19.55021971,IP A,IP B,17,,,6233,10000,113
19.56768009,IP A,IP B,17,,,6233,10000,113
19.59074287,IP A,IP B,17,,,6233,10000,113
19.60815227,IP A,IP B,17,,,6233,10000,113
19.63122181,IP A,IP B,17,,,6233,10000,113
19.65333402,IP A,IP B,17,,,6233,10000,113
19.66989352,IP A,IP B,17,,,6233,10000,113
19.6910387,IP A,IP B,17,,,6233,10000,113
19.70840551,IP A,IP B,17,,,6233,10000,113
19.73151483,IP A,IP B,17,,,6233,10000,113
19.74882398,IP A,IP B,17,,,6233,10000,113
19.75197614,IP A,IP B,17,,,6233,10000,146
19.7523523,IP B,IP A,17,,,10000,6233,146
19.77119854,IP A,IP B,17,,,6233,10000,113
19.78738041,IP A,IP B,17,,,6233,10000,113
19.81043515,IP A,IP B,17,,,6233,10000,113
19.83296832,IP A,IP B,17,,,6233,10000,113
19.8511271,IP A,IP B,17,,,6233,10000,113
19.86561538,IP A,IP B,17,,,6233,10000,113
19.89072134,IP A,IP B,17,,,6233,10000,113
19.89449093,IP B,IP A,6,22,8864,,,110
19.90805179,IP A,IP B,17,,,6233,10000,113
19.91981698,IP B,IP A,17,,,10000,6233,94
19.93022303,IP A,IP B,17,,,6233,10000,113
19.94135659,IP A,IP B,17,,,6233,10000,70
19.94510088,IP A,IP B,17,,,6233,10000,113
19.96563244,IP A,IP B,6,8864,22,,,66
19.96958483,IP A,IP B,17,,,6233,10000,113
19.98705301,IP A,IP B,17,,,6233,10000,113
20.01009233,IP A,IP B,17,,,6233,10000,113
20.03142409,IP A,IP B,17,,,6233,10000,113
20.04875581,IP A,IP B,17,,,6233,10000,113
20.07180814,IP A,IP B,17,,,6233,10000,113
20.08638214,IP A,IP B,17,,,6233,10000,113
20.11246035,IP A,IP B,17,,,6233,10000,113
20.12861416,IP A,IP B,17,,,6233,10000,113
20.15027862,IP A,IP B,17,,,6233,10000,113
20.1673125,IP A,IP B,17,,,6233,10000,113
20.19047745,IP A,IP B,17,,,6233,10000,113
20.20789247,IP A,IP B,17,,,6233,10000,113
20.23009124,IP A,IP B,17,,,6233,10000,113
20.25150725,IP A,IP B,17,,,6233,10000,113
20.26865258,IP A,IP B,17,,,6233,10000,113
20.29187302,IP A,IP B,17,,,6233,10000,113
20.30882945,IP A,IP B,17,,,6233,10000,113
20.33136977,IP A,IP B,17,,,6233,10000,113
20.34588636,IP A,IP B,17,,,6233,10000,113
20.36984811,IP A,IP B,17,,,6233,10000,113
20.39325861,IP A,IP B,17,,,6233,10000,113
20.40646154,IP B,IP A,6,22,8864,,,110
20.40950603,IP A,IP B,17,,,6233,10000,113
20.4177613,IP A,IP B,17,,,6233,10000,70
20.4199859,IP B,IP A,17,,,10000,6233,94
20.43088983,IP A,IP B,17,,,6233,10000,113
20.44799959,IP A,IP B,17,,,6233,10000,113
20.46025951,IP C,IP B,6,51028,443,,,196
20.46029178,IP B,IP C,6,443,51028,,,66
20.46123598,IP B,IP C,6,443,51028,,,148
20.46249992,IP C,IP B,6,51028,443,,,66
20.46254124,IP B,IP C,6,443,51028,,,66
20.46272073,IP C,IP B,6,51028,443,,,54
20.46402195,IP C,IP B,6,51028,443,,,54
20.46945193,IP A,IP B,17,,,6233,10000,113
20.47928762,IP A,IP B,6,8864,22,,,66
20.48744244,IP A,IP B,17,,,6233,10000,113
20.50821266,IP A,IP B,17,,,6233,10000,113
20.53303263,IP A,IP B,17,,,6233,10000,113
20.54772984,IP A,IP B,17,,,6233,10000,113
20.54897,IP C,IP B,6,48018,443,,,709
20.54924805,IP B,IP C,6,443,48018,,,101
20.55028858,IP B,IP C,6,443,48018,,,354
20.55079443,IP C,IP B,6,48018,443,,,66
20.5518041,IP C,IP B,6,48018,443,,,66
20.55635299,IP B,IP A,6,443,6138,,,2773
20.57255362,IP A,IP B,17,,,6233,10000,113
20.58285808,IP A,IP B,17,,,6233,10000,70
20.58664414,IP A,IP B,17,,,6233,10000,113
20.59670465,IP B,IP C,6,443,48018,,,761
20.59749368,IP B,IP A,17,,,10000,6233,227
20.59818914,IP C,IP B,6,48018,443,,,66
20.60098767,IP A,IP B,6,6138,443,,,66
20.60447152,IP A,IP B,17,,,6233,10000,113
20.62735057,IP A,IP B,17,,,6233,10000,113
20.65277244,IP A,IP B,17,,,6233,10000,113
20.67280511,IP A,IP B,17,,,6233,10000,113
20.68819134,IP A,IP B,17,,,6233,10000,113
20.71101427,IP A,IP B,6,6138,443,,,136
20.71118469,IP B,IP A,6,443,6138,,,101
20.71124246,IP A,IP B,17,,,6233,10000,113
20.71246265,IP A,IP B,6,6138,443,,,460
20.72681107,IP A,IP B,17,,,6233,10000,113
20.74823724,IP A,IP B,17,,,6233,10000,113
20.74844685,IP C,IP B,6,48018,443,,,278
20.74869729,IP B,IP C,6,443,48018,,,101
20.74994688,IP A,IP B,6,6138,443,,,66
20.74997136,IP B,IP A,6,443,6138,,,66
20.7501696,IP C,IP B,6,48018,443,,,66
20.77233626,IP A,IP B,17,,,6233,10000,113
20.78949554,IP A,IP B,17,,,6233,10000,113
20.81261596,IP A,IP B,17,,,6233,10000,113
20.82916828,IP A,IP B,17,,,6233,10000,113
20.85052135,IP A,IP B,17,,,6233,10000,113
20.86848036,IP A,IP B,17,,,6233,10000,113
20.86962208,IP A,IP B,17,,,6233,10000,107
20.89055711,IP A,IP B,17,,,6233,10000,113
20.90792489,IP A,IP B,17,,,6233,10000,113
20.91865416,IP B,IP A,6,22,8864,,,110
20.92014021,IP B,IP A,17,,,10000,6233,94
20.92937613,IP A,IP B,17,,,6233,10000,113
20.95248921,IP A,IP B,17,,,6233,10000,113
20.96875984,IP A,IP B,17,,,6233,10000,113
20.98989245,IP A,IP B,17,,,6233,10000,113
20.99266823,IP A,IP B,6,8864,22,,,66
20.99433656,IP A,IP B,17,,,6233,10000,70
21.00725421,IP A,IP B,17,,,6233,10000,113
21.03058265,IP A,IP B,17,,,6233,10000,113
21.05162222,IP A,IP B,17,,,6233,10000,113
21.06906099,IP A,IP B,17,,,6233,10000,113
21.09016492,IP A,IP B,17,,,6233,10000,113
21.11354019,IP A,IP B,17,,,6233,10000,113
21.12984579,IP A,IP B,17,,,6233,10000,113
21.15214091,IP A,IP B,17,,,6233,10000,113
21.16840095,IP A,IP B,17,,,6233,10000,113
21.19166432,IP A,IP B,17,,,6233,10000,113
21.2118934,IP A,IP B,17,,,6233,10000,113
21.23095801,IP A,IP B,17,,,6233,10000,113
21.25149543,IP A,IP B,17,,,6233,10000,113
21.26978313,IP A,IP B,17,,,6233,10000,113
21.29190091,IP A,IP B,17,,,6233,10000,113
21.31251072,IP A,IP B,17,,,6233,10000,113
21.32935541,IP A,IP B,17,,,6233,10000,113
21.33027769,IP B,IP A,17,,,10000,6233,158
21.3527471,IP A,IP B,17,,,6233,10000,113
21.36895029,IP A,IP B,17,,,6233,10000,113
21.37814647,IP A,IP B,17,,,6233,10000,106
21.39145432,IP A,IP B,17,,,6233,10000,113
21.40947043,IP A,IP B,17,,,6233,10000,113
21.42030118,IP B,IP A,17,,,10000,6233,94
21.43052563,IP B,IP A,6,22,8864,,,110
21.43171027,IP A,IP B,17,,,6233,10000,113
21.43426706,IP A,IP B,17,,,6233,10000,118
21.45107965,IP A,IP B,17,,,6233,10000,113
21.46907602,IP A,IP B,17,,,6233,10000,113
