Relative Time (s),src IP,dst IP,IP protocol,TCP src port,TCP dst port,UDP src port,UDP dst port,Frame Length
21.49263257,IP A,IP B,17,,,6233,10000,113
21.50256719,IP A,IP B,6,8864,22,,,66
21.50981069,IP A,IP B,17,,,6233,10000,113
21.51292372,IP A,IP B,17,,,6233,10000,70
21.52615762,IP A,IP B,17,,,6233,10000,113
21.55220204,IP A,IP B,17,,,6233,10000,113
21.56840732,IP A,IP B,17,,,6233,10000,113
21.5918003,IP A,IP B,17,,,6233,10000,113
21.61201858,IP A,IP B,17,,,6233,10000,113
21.62913467,IP A,IP B,17,,,6233,10000,113
21.65133992,IP A,IP B,17,,,6233,10000,113
21.66786589,IP A,IP B,17,,,6233,10000,113
21.69291847,IP A,IP B,17,,,6233,10000,113
21.70920086,IP A,IP B,17,,,6233,10000,113
21.73048218,IP A,IP B,17,,,6233,10000,113
21.74711159,IP A,IP B,17,,,6233,10000,113
21.77219593,IP A,IP B,17,,,6233,10000,113
21.78654358,IP A,IP B,17,,,6233,10000,113
21.81041778,IP A,IP B,17,,,6233,10000,113
21.82564549,IP A,IP B,17,,,6233,10000,113
21.85017396,IP A,IP B,17,,,6233,10000,113
21.86728179,IP A,IP B,17,,,6233,10000,113
21.88950187,IP A,IP B,17,,,6233,10000,113
21.90686075,IP A,IP B,17,,,6233,10000,113
21.92050423,IP B,IP A,17,,,10000,6233,94
21.92827917,IP A,IP B,17,,,6233,10000,113
21.94248313,IP B,IP A,6,22,8864,,,110
21.953324,IP A,IP B,17,,,6233,10000,113
21.96960604,IP A,IP B,17,,,6233,10000,113
21.98702606,IP A,IP B,17,,,6233,10000,113
22.01031099,IP A,IP B,17,,,6233,10000,113
22.01357798,IP A,IP B,6,8864,22,,,66
22.03249658,IP A,IP B,17,,,6233,10000,113
22.04879887,IP A,IP B,17,,,6233,10000,113
22.07182393,IP A,IP B,17,,,6233,10000,113
22.08836383,IP A,IP B,17,,,6233,10000,113
22.11253863,IP A,IP B,17,,,6233,10000,113
22.12876982,IP A,IP B,17,,,6233,10000,113
22.15195371,IP A,IP B,17,,,6233,10000,113
22.17018034,IP A,IP B,17,,,6233,10000,113
22.17021451,IP A,IP B,17,,,6233,10000,70
22.1915457,IP A,IP B,17,,,6233,10000,113
22.20695417,IP A,IP B,17,,,6233,10000,113
22.2308721,IP A,IP B,17,,,6233,10000,113
22.24829488,IP A,IP B,17,,,6233,10000,113
22.26453236,IP A,IP B,17,,,6233,10000,146
22.26491887,IP B,IP A,17,,,10000,6233,146
22.26773989,IP A,IP B,17,,,6233,10000,113
22.2928501,IP A,IP B,17,,,6233,10000,113
22.30840501,IP A,IP B,17,,,6233,10000,113
22.32652996,IP A,IP B,17,,,6233,10000,113
22.34961415,IP A,IP B,17,,,6233,10000,113
22.37299969,IP A,IP B,17,,,6233,10000,113
22.38926735,IP A,IP B,17,,,6233,10000,113
22.41249092,IP A,IP B,17,,,6233,10000,113
22.42071408,IP B,IP A,17,,,10000,6233,94
22.4287899,IP A,IP B,17,,,6233,10000,113
22.45082113,IP A,IP B,17,,,6233,10000,113
22.45448922,IP B,IP A,6,22,8864,,,110
22.46827111,IP A,IP B,17,,,6233,10000,113
22.49138119,IP A,IP B,17,,,6233,10000,113
22.50622355,IP A,IP B,17,,,6233,10000,113
22.52760222,IP A,IP B,6,8864,22,,,66
22.53078196,IP A,IP B,17,,,6233,10000,113
22.54598281,IP C,IP B,6,48018,443,,,385
22.54603824,IP A,IP B,17,,,6233,10000,113
22.5463023,IP B,IP C,6,443,48018,,,101
22.54749242,IP B,IP A,6,443,6138,,,740
22.54750725,IP B,IP C,6,443,48018,,,666
22.54780938,IP C,IP B,6,48018,443,,,66
22.54900706,IP C,IP B,6,48018,443,,,66
22.57045729,IP A,IP B,17,,,6233,10000,113
22.58725869,IP A,IP B,6,6138,443,,,66
22.58752057,IP A,IP B,17,,,6233,10000,113
22.60785268,IP A,IP B,17,,,6233,10000,113
22.61391739,IP C,IP B,6,48018,443,,,353
22.61418594,IP B,IP C,6,443,48018,,,101
22.61516471,IP B,IP C,6,443,48018,,,774
22.61570364,IP C,IP B,6,48018,443,,,66
22.61661881,IP C,IP B,6,48018,443,,,66
22.63033987,IP A,IP B,17,,,6233,10000,191
22.63175435,IP A,IP B,17,,,6233,10000,113
22.65063235,IP A,IP B,17,,,6233,10000,113
22.65095244,IP A,IP B,6,6138,443,,,136
22.65111958,IP B,IP A,6,443,6138,,,101
22.65121152,IP A,IP B,6,6138,443,,,208
22.66879459,IP A,IP B,17,,,6233,10000,113
22.69054889,IP A,IP B,6,6138,443,,,66
22.69057578,IP B,IP A,6,443,6138,,,66
22.69078736,IP A,IP B,17,,,6233,10000,113
22.71227363,IP A,IP B,17,,,6233,10000,113
22.72851397,IP A,IP B,17,,,6233,10000,113
22.74965618,IP A,IP B,17,,,6233,10000,113
22.76975249,IP A,IP B,17,,,6233,10000,113
22.78834877,IP A,IP B,17,,,6233,10000,113
22.80941909,IP A,IP B,17,,,6233,10000,113
22.82692169,IP B,IP A,17,,,10000,6233,107
22.82887658,IP A,IP B,17,,,6233,10000,113
22.84903221,IP A,IP B,17,,,6233,10000,113
22.87218777,IP A,IP B,17,,,6233,10000,113
22.8886754,IP A,IP B,17,,,6233,10000,113
22.9117367,IP A,IP B,17,,,6233,10000,113
22.92086869,IP B,IP A,17,,,10000,6233,94
22.92801633,IP A,IP B,17,,,6233,10000,113
22.95054441,IP A,IP B,17,,,6233,10000,113
22.96651309,IP B,IP A,6,22,8864,,,110
22.9676327,IP A,IP B,17,,,6233,10000,113
22.98991066,IP A,IP B,17,,,6233,10000,113
23.01106193,IP A,IP B,17,,,6233,10000,113
23.02939319,IP A,IP B,17,,,6233,10000,113
23.03843201,IP A,IP B,6,8864,22,,,66
23.05162217,IP A,IP B,17,,,6233,10000,113
23.0679202,IP A,IP B,17,,,6233,10000,113
23.09104481,IP A,IP B,17,,,6233,10000,113
23.10838905,IP A,IP B,17,,,6233,10000,113
23.13373444,IP A,IP B,17,,,6233,10000,113
23.15197612,IP A,IP B,17,,,6233,10000,113
23.16940086,IP A,IP B,17,,,6233,10000,113
23.19160671,IP A,IP B,17,,,6233,10000,113
23.20900658,IP A,IP B,17,,,6233,10000,113
23.23190292,IP A,IP B,17,,,6233,10000,113
23.24935402,IP A,IP B,17,,,6233,10000,113
23.2596309,IP A,IP B,17,,,6233,10000,70
23.26964177,IP A,IP B,17,,,6233,10000,113
23.288885,IP A,IP B,17,,,6233,10000,113
23.31162221,IP A,IP B,17,,,6233,10000,113
23.32784375,IP A,IP B,17,,,6233,10000,113
23.34991823,IP A,IP B,17,,,6233,10000,113
23.36658279,IP A,IP B,17,,,6233,10000,113
23.38960581,IP A,IP B,17,,,6233,10000,113
23.41002774,IP A,IP B,17,,,6233,10000,113
23.42104716,IP B,IP A,17,,,10000,6233,94
23.4272218,IP A,IP B,17,,,6233,10000,113
23.45027836,IP A,IP B,17,,,6233,10000,113
23.46573454,IP A,IP B,17,,,6233,10000,113
23.47838339,IP B,IP A,6,22,8864,,,110
23.48975916,IP A,IP B,17,,,6233,10000,113
23.51217187,IP A,IP B,17,,,6233,10000,113
23.52935034,IP A,IP B,17,,,6233,10000,113
23.55268315,IP A,IP B,17,,,6233,10000,113
23.56810731,IP A,IP B,17,,,6233,10000,113
23.58909203,IP A,IP B,17,,,6233,10000,113
23.61252024,IP A,IP B,17,,,6233,10000,113
23.6280842,IP A,IP B,17,,,6233,10000,113
23.63645056,IP A,IP B,6,8864,22,,,66
23.65076346,IP A,IP B,17,,,6233,10000,113
23.67210365,IP A,IP B,17,,,6233,10000,113
23.68946777,IP A,IP B,17,,,6233,10000,113
23.7125092,IP A,IP B,17,,,6233,10000,113
23.73102193,IP A,IP B,17,,,6233,10000,113
23.74525691,IP A,IP B,17,,,6233,10000,113
23.76935436,IP A,IP B,17,,,6233,10000,113
23.79158165,IP A,IP B,17,,,6233,10000,113
23.80808037,IP A,IP B,17,,,6233,10000,113
23.83102321,IP A,IP B,17,,,6233,10000,113
23.84850976,IP A,IP B,17,,,6233,10000,113
23.87069493,IP A,IP B,17,,,6233,10000,113
23.88609853,IP A,IP B,17,,,6233,10000,113
23.91003937,IP A,IP B,17,,,6233,10000,113
23.92122351,IP B,IP A,17,,,10000,6233,94
23.92744339,IP A,IP B,17,,,6233,10000,113
23.95088739,IP A,IP B,17,,,6233,10000,113
23.96796725,IP A,IP B,17,,,6233,10000,113
23.99049096,IP B,IP A,6,22,8864,,,110
23.99107427,IP A,IP B,17,,,6233,10000,113
24.00864557,IP A,IP B,17,,,6233,10000,113
24.03097827,IP A,IP B,17,,,6233,10000,113
24.05136829,IP A,IP B,17,,,6233,10000,113
24.06410863,IP A,IP B,6,8864,22,,,66
24.07139235,IP A,IP B,17,,,6233,10000,113
24.08762342,IP A,IP B,17,,,6233,10000,113
24.11073927,IP A,IP B,17,,,6233,10000,113
24.12561811,IP A,IP B,17,,,6233,10000,113
24.15015637,IP A,IP B,17,,,6233,10000,113
24.1727095,IP A,IP B,17,,,6233,10000,113
24.18891049,IP A,IP B,17,,,6233,10000,113
24.21201259,IP A,IP B,17,,,6233,10000,113
24.22940878,IP A,IP B,17,,,6233,10000,113
24.24977458,IP A,IP B,17,,,6233,10000,113
24.26893037,IP A,IP B,17,,,6233,10000,113
24.29040986,IP A,IP B,17,,,6233,10000,113
24.30630441,IP A,IP B,17,,,6233,10000,113
24.33070012,IP B,IP A,17,,,10000,6233,158
24.33181402,IP A,IP B,17,,,6233,10000,113
24.34801226,IP A,IP B,17,,,6233,10000,113
24.37036541,IP A,IP B,17,,,6233,10000,113
24.37613593,IP A,IP B,17,,,6233,10000,70
24.37642843,IP A,IP B,17,,,6233,10000,106
24.38752668,IP A,IP B,17,,,6233,10000,113
24.40781873,IP A,IP B,17,,,6233,10000,113
24.42139461,IP B,IP A,17,,,10000,6233,94
24.42687419,IP A,IP B,17,,,6233,10000,113
24.44908308,IP A,IP B,17,,,6233,10000,113
24.47257538,IP A,IP B,17,,,6233,10000,113
24.48684204,IP A,IP B,17,,,6233,10000,113
24.50231346,IP B,IP A,6,22,8864,,,110
24.51083898,IP A,IP B,17,,,6233,10000,113
24.52814225,IP A,IP B,17,,,6233,10000,113
24.55046697,IP A,IP B,17,,,6233,10000,113
24.56684686,IP A,IP B,17,,,6233,10000,70
24.56685746,IP A,IP B,17,,,6233,10000,113
24.57444038,IP A,IP B,6,8864,22,,,66
24.59105411,IP A,IP B,17,,,6233,10000,113
24.61132045,IP A,IP B,17,,,6233,10000,113
24.62883715,IP A,IP B,17,,,6233,10000,113
24.64990776,IP A,IP B,17,,,6233,10000,113
24.66713281,IP A,IP B,17,,,6233,10000,113
24.69021551,IP A,IP B,17,,,6233,10000,113
24.71270064,IP A,IP B,17,,,6233,10000,113
24.73096455,IP A,IP B,17,,,6233,10000,113
24.75117215,IP A,IP B,17,,,6233,10000,113
24.77061524,IP A,IP B,17,,,6233,10000,113
24.77351069,IP A,IP B,17,,,6233,10000,146
24.77392257,IP B,IP A,17,,,10000,6233,146
24.79180726,IP A,IP B,17,,,6233,10000,113
24.80884951,IP A,IP B,17,,,6233,10000,113
24.82625978,IP A,IP B,17,,,6233,10000,113
24.8492571,IP A,IP B,17,,,6233,10000,113
24.87057099,IP A,IP B,17,,,6233,10000,113
24.88795358,IP A,IP B,17,,,6233,10000,113
24.9110558,IP A,IP B,17,,,6233,10000,113
24.92160328,IP B,IP A,17,,,10000,6233,94
24.92563101,IP A,IP B,17,,,6233,10000,113
24.94951776,IP A,IP B,17,,,6233,10000,113
24.96683981,IP A,IP B,17,,,6233,10000,113
24.98905445,IP A,IP B,17,,,6233,10000,113
25.01257018,IP A,IP B,17,,,6233,10000,113
25.01449967,IP B,IP A,6,22,8864,,,110
25.0288165,IP A,IP B,17,,,6233,10000,113
25.05183472,IP A,IP B,17,,,6233,10000,113
25.06838229,IP A,IP B,17,,,6233,10000,113
25.09143022,IP A,IP B,17,,,6233,10000,113
25.10886336,IP A,IP B,17,,,6233,10000,113
25.12905293,IP A,IP B,17,,,6233,10000,113
25.14996759,IP A,IP B,17,,,6233,10000,113
25.16858581,IP A,IP B,17,,,6233,10000,113
25.17216442,IP A,IP B,6,8864,22,,,66
25.18996393,IP A,IP B,17,,,6233,10000,113
25.20722723,IP A,IP B,17,,,6233,10000,113
25.23251455,IP A,IP B,17,,,6233,10000,113
25.24675885,IP A,IP B,17,,,6233,10000,113
25.27084169,IP A,IP B,17,,,6233,10000,113
25.28825422,IP A,IP B,17,,,6233,10000,113
25.30842125,IP A,IP B,17,,,6233,10000,113
25.33163835,IP A,IP B,17,,,6233,10000,113
25.34900254,IP A,IP B,17,,,6233,10000,113
25.36988232,IP A,IP B,17,,,6233,10000,113
25.38838904,IP A,IP B,17,,,6233,10000,113
25.40897599,IP A,IP B,17,,,6233,10000,113
25.4217655,IP B,IP A,17,,,10000,6233,94
25.43208298,IP A,IP B,17,,,6233,10000,113
25.449142,IP A,IP B,17,,,6233,10000,113
25.47084343,IP A,IP B,17,,,6233,10000,113
25.48880185,IP A,IP B,17,,,6233,10000,113
25.51193166,IP A,IP B,17,,,6233,10000,113
25.52649455,IP B,IP A,6,22,8864,,,110
25.52817867,IP A,IP B,17,,,6233,10000,113
25.55160024,IP A,IP B,17,,,6233,10000,113
25.56870543,IP A,IP B,17,,,6233,10000,113
25.59204167,IP A,IP B,17,,,6233,10000,113
25.60820285,IP A,IP B,17,,,6233,10000,113
25.63137884,IP A,IP B,17,,,6233,10000,113
25.6479167,IP A,IP B,17,,,6233,10000,113
25.66924414,IP A,IP B,17,,,6233,10000,113
25.68392935,IP A,IP B,6,8864,22,,,66
25.68595431,IP C,IP B,6,48018,443,,,117
25.68722835,IP B,IP C,6,443,48018,,,7306
25.68724852,IP B,IP C,6,443,48018,,,7306
25.68881859,IP C,IP B,6,48018,443,,,66
25.68882958,IP B,IP C,6,443,48018,,,3359
25.68883709,IP C,IP B,6,48018,443,,,66
25.69032097,IP C,IP B,6,48018,443,,,66
25.69160931,IP A,IP B,17,,,6233,10000,113
25.70955816,IP A,IP B,17,,,6233,10000,113
25.73180986,IP A,IP B,17,,,6233,10000,113
25.74812281,IP A,IP B,17,,,6233,10000,113
25.75839138,IP A,IP B,17,,,6233,10000,70
25.76946743,IP A,IP B,17,,,6233,10000,113
25.78668429,IP A,IP B,17,,,6233,10000,113
25.80983322,IP A,IP B,17,,,6233,10000,113
25.83288016,IP A,IP B,17,,,6233,10000,113
25.84948172,IP A,IP B,17,,,6233,10000,113
25.87253719,IP A,IP B,17,,,6233,10000,113
25.8899338,IP A,IP B,17,,,6233,10000,113
25.9110181,IP A,IP B,17,,,6233,10000,113
25.92193442,IP B,IP A,17,,,10000,6233,94
25.92846557,IP A,IP B,17,,,6233,10000,113
25.9486466,IP A,IP B,17,,,6233,10000,118
25.94923875,IP A,IP B,17,,,6233,10000,113
25.96608621,IP A,IP B,17,,,6233,10000,113
25.99021134,IP A,IP B,17,,,6233,10000,113
26.01058895,IP A,IP B,17,,,6233,10000,113
26.02861583,IP A,IP B,17,,,6233,10000,113
26.03848045,IP B,IP A,6,22,8864,,,110
26.05192776,IP A,IP B,17,,,6233,10000,113
26.06809271,IP A,IP B,17,,,6233,10000,113
26.09154189,IP A,IP B,17,,,6233,10000,113
26.10779361,IP A,IP B,17,,,6233,10000,113
26.13282152,IP A,IP B,17,,,6233,10000,113
26.1482224,IP A,IP B,17,,,6233,10000,113
26.1714314,IP A,IP B,17,,,6233,10000,113
26.1888917,IP A,IP B,17,,,6233,10000,113
26.19537156,IP A,IP B,6,8864,22,,,66
26.21100477,IP A,IP B,17,,,6233,10000,113
26.22727088,IP A,IP B,17,,,6233,10000,113
26.25062739,IP A,IP B,17,,,6233,10000,113
26.26796515,IP A,IP B,17,,,6233,10000,113
26.28934675,IP A,IP B,17,,,6233,10000,113
26.30702259,IP A,IP B,17,,,6233,10000,113
26.33161678,IP A,IP B,17,,,6233,10000,113
26.34788755,IP A,IP B,17,,,6233,10000,113
26.36808376,IP A,IP B,17,,,6233,10000,113
26.39036412,IP A,IP B,17,,,6233,10000,113
26.40780908,IP A,IP B,17,,,6233,10000,113
26.42212947,IP B,IP A,17,,,10000,6233,94
26.43005113,IP A,IP B,17,,,6233,10000,113
26.45120381,IP A,IP B,17,,,6233,10000,113
26.46859844,IP A,IP B,17,,,6233,10000,113
26.49081416,IP A,IP B,17,,,6233,10000,113
26.50791992,IP A,IP B,17,,,6233,10000,113
26.52830407,IP A,IP B,17,,,6233,10000,113
26.54940655,IP A,IP B,17,,,6233,10000,113
26.55048051,IP B,IP A,6,22,8864,,,110
26.5727735,IP A,IP B,17,,,6233,10000,113
26.58903688,IP A,IP B,17,,,6233,10000,113
26.6112349,IP A,IP B,17,,,6233,10000,113
26.62751415,IP A,IP B,17,,,6233,10000,113
26.64772274,IP A,IP B,17,,,6233,10000,113
26.6699093,IP A,IP B,17,,,6233,10000,113
26.68746306,IP A,IP B,17,,,6233,10000,113
26.69881806,IP A,IP B,6,8864,22,,,66
26.70852215,IP A,IP B,17,,,6233,10000,113
26.73195702,IP A,IP B,17,,,6233,10000,113
26.74813665,IP A,IP B,17,,,6233,10000,113
26.77028583,IP A,IP B,17,,,6233,10000,113
26.78484804,IP A,IP B,17,,,6233,10000,113
26.80885189,IP A,IP B,17,,,6233,10000,113
26.83059582,IP A,IP B,17,,,6233,10000,113
26.85064084,IP A,IP B,17,,,6233,10000,113
26.86658901,IP A,IP B,17,,,6233,10000,113
26.86689283,IP A,IP B,6,6138,443,,,136
26.86706999,IP B,IP A,6,443,6138,,,101
26.86714266,IP A,IP B,6,6138,443,,,353
26.86822791,IP B,IP A,6,443,6138,,,558
26.88783335,IP A,IP B,17,,,6233,10000,113
26.90688293,IP A,IP B,6,6138,443,,,66
26.9074885,IP A,IP B,6,6138,443,,,66
26.91013203,IP A,IP B,17,,,6233,10000,113
26.92235387,IP B,IP A,17,,,10000,6233,94
26.93063565,IP A,IP B,17,,,6233,10000,113
26.95170372,IP A,IP B,17,,,6233,10000,113
26.96792469,IP A,IP B,17,,,6233,10000,113
26.991023,IP A,IP B,17,,,6233,10000,113
27.01156584,IP A,IP B,17,,,6233,10000,113
27.02906071,IP A,IP B,17,,,6233,10000,113
27.0517991,IP A,IP B,17,,,6233,10000,113
27.06236867,IP B,IP A,6,22,8864,,,110
27.06832799,IP A,IP B,17,,,6233,10000,113
27.0925601,IP A,IP B,17,,,6233,10000,113
27.10879461,IP A,IP B,17,,,6233,10000,113
27.13202745,IP A,IP B,17,,,6233,10000,113
27.13357865,IP A,IP B,6,8864,22,,,66
27.14672681,IP A,IP B,17,,,6233,10000,113
27.16965659,IP A,IP B,17,,,6233,10000,113
27.19168467,IP A,IP B,17,,,6233,10000,113
27.19540657,IP A,IP B,17,,,6233,10000,70
27.20801637,IP A,IP B,17,,,6233,10000,113
27.23136793,IP A,IP B,17,,,6233,10000,113
27.25151311,IP A,IP B,17,,,6233,10000,113
27.26886788,IP A,IP B,17,,,6233,10000,113
27.28595913,IP A,IP B,17,,,6233,10000,146
27.28630695,IP B,IP A,17,,,10000,6233,146
27.28913912,IP A,IP B,17,,,6233,10000,113
27.30663206,IP A,IP B,17,,,6233,10000,113
27.33107576,IP B,IP A,17,,,10000,6233,158
27.33251363,IP A,IP B,17,,,6233,10000,113
27.35067261,IP A,IP B,17,,,6233,10000,113
27.37206381,IP A,IP B,17,,,6233,10000,113
27.37669584,IP A,IP B,17,,,6233,10000,106
27.38753516,IP A,IP B,17,,,6233,10000,113
27.4107113,IP A,IP B,17,,,6233,10000,113
27.42252209,IP B,IP A,17,,,10000,6233,94
27.43295926,IP A,IP B,17,,,6233,10000,113
27.44919054,IP A,IP B,17,,,6233,10000,113
27.47144486,IP A,IP B,17,,,6233,10000,113
27.48856322,IP A,IP B,17,,,6233,10000,113
27.51194744,IP A,IP B,17,,,6233,10000,113
27.53017615,IP A,IP B,17,,,6233,10000,113
27.55228566,IP A,IP B,17,,,6233,10000,113
27.56686502,IP A,IP B,17,,,6233,10000,113
27.57448133,IP B,IP A,6,22,8864,,,110
27.59082636,IP A,IP B,17,,,6233,10000,113
27.60822289,IP A,IP B,17,,,6233,10000,113
27.63039719,IP A,IP B,17,,,6233,10000,113
27.65264672,IP A,IP B,17,,,6233,10000,113
27.66890092,IP A,IP B,17,,,6233,10000,113
27.69220946,IP A,IP B,17,,,6233,10000,113
27.70849882,IP A,IP B,17,,,6233,10000,113
27.73053113,IP A,IP B,17,,,6233,10000,113
27.73240805,IP A,IP B,6,8864,22,,,66
27.74508549,IP A,IP B,17,,,6233,10000,113
27.76904037,IP A,IP B,17,,,6233,10000,113
27.7894291,IP A,IP B,17,,,6233,10000,113
27.80966417,IP A,IP B,17,,,6233,10000,113
27.83184889,IP A,IP B,17,,,6233,10000,113
27.8484226,IP A,IP B,17,,,6233,10000,113
27.87258471,IP A,IP B,17,,,6233,10000,113
27.88883582,IP A,IP B,17,,,6233,10000,113
27.91085023,IP A,IP B,17,,,6233,10000,113
27.92273312,IP B,IP A,17,,,10000,6233,94
27.92822594,IP A,IP B,17,,,6233,10000,113
27.95066309,IP A,IP B,17,,,6233,10000,113
27.97179574,IP A,IP B,17,,,6233,10000,113
27.98806012,IP A,IP B,17,,,6233,10000,113
28.01111629,IP A,IP B,17,,,6233,10000,113
28.03163526,IP A,IP B,17,,,6233,10000,113
28.04871985,IP A,IP B,17,,,6233,10000,113
28.07090036,IP A,IP B,17,,,6233,10000,113
28.08650161,IP B,IP A,6,22,8864,,,110
28.08722979,IP A,IP B,17,,,6233,10000,113
28.10867816,IP A,IP B,17,,,6233,10000,113
28.12910619,IP A,IP B,17,,,6233,10000,113
28.15239892,IP A,IP B,17,,,6233,10000,113
28.15755573,IP A,IP B,6,8864,22,,,66
28.1694927,IP A,IP B,17,,,6233,10000,113
28.18968272,IP A,IP B,17,,,6233,10000,113
28.20695421,IP A,IP B,17,,,6233,10000,113
28.22602116,IP A,IP B,17,,,6233,10000,115
28.22626404,IP B,IP A,17,,,10000,6233,107
28.22864068,IP A,IP B,17,,,6233,10000,113
28.23207957,IP A,IP B,6,6138,443,,,139
28.23225705,IP B,IP A,6,443,6138,,,101
28.23239245,IP A,IP B,6,6138,443,,,312
28.23365159,IP B,IP A,6,443,6138,,,667
28.26154109,IP A,IP B,17,,,6233,10000,106
28.26155808,IP A,IP B,17,,,6233,10000,81
28.26594615,IP A,IP B,6,6234,443,,,196
28.26649269,IP A,IP B,6,6234,443,,,66
28.26684639,IP B,IP A,6,443,6234,,,148
28.26689959,IP B,IP A,6,443,6234,,,66
28.27271213,IP A,IP B,6,6138,443,,,66
28.27272156,IP A,IP B,6,6138,443,,,66
28.29672008,IP A,IP B,6,6138,443,,,136
28.29688499,IP B,IP A,6,443,6138,,,101
28.29700707,IP A,IP B,6,6138,443,,,283
28.29815723,IP B,IP A,6,443,6138,,,774
28.3348085,IP A,IP B,6,6138,443,,,66
28.33552111,IP A,IP B,6,6234,443,,,54
28.33553135,IP A,IP B,6,6234,443,,,54
28.33656312,IP A,IP B,6,6138,443,,,66
28.59852963,IP B,IP A,6,22,8864,,,110
28.75502641,IP A,IP B,6,8864,22,,,66
29.11020044,IP B,IP A,6,22,8864,,,110
29.18362614,IP A,IP B,6,8864,22,,,66
29.62245853,IP B,IP A,6,22,8864,,,110
29.69576592,IP A,IP B,6,8864,22,,,66
30.13447176,IP B,IP A,6,22,8864,,,110
30.20867244,IP A,IP B,6,8864,22,,,66
30.646471,IP B,IP A,6,22,8864,,,110
30.7198879,IP A,IP B,6,8864,22,,,66
31.15845241,IP B,IP A,6,22,8864,,,110
31.2328746,IP A,IP B,6,8864,22,,,66
31.3811121,IP A,IP B,6,6138,443,,,117
31.38247869,IP B,IP A,6,443,6138,,,2922
31.38249036,IP B,IP A,6,443,6138,,,2922
31.38254196,IP B,IP A,6,443,6138,,,2922
31.38260873,IP B,IP A,6,443,6138,,,2922
31.3826579,IP B,IP A,6,443,6138,,,2922
31.42579621,IP A,IP B,6,6138,443,,,66
31.42583317,IP B,IP A,6,443,6138,,,2922
31.425844,IP A,IP B,6,6138,443,,,66
31.42585469,IP A,IP B,6,6138,443,,,66
31.42585741,IP A,IP B,6,6138,443,,,66
31.42585932,IP A,IP B,6,6138,443,,,66
31.42586114,IP A,IP B,6,6138,443,,,66
31.42587561,IP B,IP A,6,443,6138,,,703
31.46677651,IP A,IP B,6,6138,443,,,66
31.4667987,IP A,IP B,6,6138,443,,,66
31.46680764,IP A,IP B,6,6138,443,,,66
31.6704988,IP B,IP A,6,22,8864,,,110
31.74388561,IP A,IP B,6,8864,22,,,66
32.18243531,IP B,IP A,6,22,8864,,,110
32.25684129,IP A,IP B,6,8864,22,,,66
32.69444098,IP B,IP A,6,22,8864,,,110
32.76660384,IP A,IP B,6,8864,22,,,66
33.20644286,IP B,IP A,6,22,8864,,,110
33.27919251,IP A,IP B,6,8864,22,,,66
33.71854333,IP B,IP A,6,22,8864,,,110
33.79236185,IP A,IP B,6,8864,22,,,66
34.23047506,IP B,IP A,6,22,8864,,,110
34.30479964,IP A,IP B,6,8864,22,,,66
34.74244955,IP B,IP A,6,22,8864,,,110
34.8158582,IP A,IP B,6,8864,22,,,66
35.25447013,IP B,IP A,6,22,8864,,,110
35.32712215,IP A,IP B,6,8864,22,,,66
35.76653818,IP B,IP A,6,22,8864,,,110
35.84744353,IP A,IP B,6,8864,22,,,66
36.27855498,IP B,IP A,6,22,8864,,,110
36.35271287,IP A,IP B,6,8864,22,,,66
36.79038258,IP B,IP A,6,22,8864,,,110
36.86328056,IP A,IP B,6,8864,22,,,66
37.30245122,IP B,IP A,6,22,8864,,,110
37.37631287,IP A,IP B,6,8864,22,,,66
37.81452837,IP B,IP A,6,22,8864,,,110
37.88817626,IP A,IP B,6,8864,22,,,66
38.32646257,IP B,IP A,6,22,8864,,,110
38.47235492,IP A,IP B,6,8864,22,,,66
38.8384127,IP B,IP A,6,22,8864,,,110
38.91286593,IP A,IP B,6,8864,22,,,66
39.35045659,IP B,IP A,6,22,8864,,,110
39.4968295,IP A,IP B,6,8864,22,,,66
39.86240267,IP B,IP A,6,22,8864,,,110
39.91851678,IP C,IP B,6,48018,443,,,162
39.91978345,IP B,IP C,6,443,48018,,,7306
39.91980699,IP B,IP C,6,443,48018,,,7306
39.92151747,IP C,IP B,6,48018,443,,,66
39.92152772,IP B,IP C,6,443,48018,,,3398
39.92153449,IP C,IP B,6,48018,443,,,66
39.92153733,IP C,IP B,6,48018,443,,,66
39.9231412,IP C,IP B,6,48018,443,,,66
39.93885688,IP A,IP B,6,8864,22,,,66
40.37470047,IP B,IP A,6,22,8864,,,110
40.40886187,IP C,IP B,6,48018,443,,,378
40.40917263,IP B,IP C,6,443,48018,,,101
40.41028991,IP B,IP C,6,443,48018,,,758
40.41077053,IP C,IP B,6,48018,443,,,66
40.41179685,IP C,IP B,6,48018,443,,,66
40.44796786,IP A,IP B,6,8864,22,,,66
40.56356991,IP C,IP B,6,48018,443,,,354
40.56386883,IP B,IP C,6,443,48018,,,101
40.56488922,IP B,IP C,6,443,48018,,,405
40.56538259,IP C,IP B,6,48018,443,,,66
40.56643669,IP C,IP B,6,48018,443,,,66
40.72036637,IP C,IP B,6,48018,443,,,359
40.72065156,IP B,IP C,6,443,48018,,,101
40.72153556,IP B,IP C,6,443,48018,,,760
40.72216601,IP C,IP B,6,48018,443,,,66
40.72298226,IP C,IP B,6,48018,443,,,66
40.87567639,IP C,IP B,6,48018,443,,,392
40.87599796,IP B,IP C,6,443,48018,,,101
40.87715081,IP B,IP C,6,443,48018,,,569
40.87752384,IP C,IP B,6,48018,443,,,66
